SCH Number,Lead Agency Name,Lead Agency Title,Lead Agency Acronym,Document Title,Document Type,Received,Posted,Document Description,Document Portal URL,Project Title,Contact Full Name,Contact Authority,Contact Job Title,Contact Email Address,Contact Address  1,Contact Address  2,Contact City,Contact State,Contact Zip Code,Contact Phone Number,Location Coordinates,Cities,Counties,County Clerks,Location Cross Streets,Location Zip Code,Location Total Acres,Location Parcel Number,Location State Highways,Location Waterways,Location Airports,NOC Has Non Late Comment,NOC State Review Start Date,NOC State Review End Date,NOC Development Type,NOC Local Action,NOC Project Issues,NOC Public Review Start Date,NOC Public Review End Date,NOE Exempt Status,NOE Exempt Citation,NOE Reasons for Exemption,NOD Agency,NOD Approved By Lead Agency,NOD Approved Date,NOD Significant Environmental Impact,NOD Environmental Impact Report Prepared,NOD Negative Declaration Prepared,NOD Other Document Type,NOD Mitigation Measures,NOD Mitigation Reporting Or Monitoring Plan,NOD Statement Of Overriding Considerations Adopted,NOD Findings Made Pursuant,NOD Final EIR Available Location
2014071077,"Lancaster, City of",City of Lancaster,,Lancaster Energy Center Final Environmental Impact Report,NOD,11/5/2015,11/5/2015,"Solverde 1 proposes to develop, own, and operate up to a 150 Megawatt ground-mounted solar photovoltaic facility within the City of Lancaster, known as the Lancaster Energy Center (LEC). The project would develop approximately 1,085 acres of the 1,192 acre project site. DWR has evaluated the EIR for the LEC and has made findings under Section 15096(h) of CEQA Guidelines, for a proposed Power Purchase Agreement between DWR and Solverde 1 to generate renewable energy at the LEC.",https://ceqanet.opr.ca.gov/2014071077/3,"Lancaster Energy Center (CUP 14-10, GPA 14-02, ZC 14-02)",Jerry Snow,DWR,N/A,,1416 9th St,,Sacramento,CA,95814,9166537213,,Lancaster,Los Angeles,,"105th St W, 80th Street W, Avenue K, Ave L",93536,1191,various,,California Aqueduct,,,,,,,,,,,,,DWR                                                             ,No,11/5/2015,Yes,Yes,No,,Yes,,No,Yes,"1416 9th St, Sacramento, CA 95814"
2015091054,"Lancaster, City of",City of Lancaster,,CUP 15-07 (Independence Solar) and CUP 15-09 (Big Horn Solar),MND,9/18/2015,,The proposed project involves the construction and operation of two photovoltaic solar generating facilities. CUP 15-07 consists of the construction and operation of a 5 MW solar facility.  CUP 15-09 consists of the construction and operation of a 60 MW solar facility.,https://ceqanet.opr.ca.gov/2015091054,CUP 15-07 (Independence Solar) and CUP 15-09 (Big Horn Solar),Jocelyn Swain,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236249,,Lancaster,Los Angeles,,"110th Street West, Avenue J, Avenue K-4, 90th Street West",93536,403,various,,,,Yes,9/18/2015,10/19/2015,Power,Use Permit,"Aesthetics, Air Quality, Biological Resources, Cultural Resources, Cumulative Effects, Flood Plain/Flooding, Geology/Soils, Hazards & Hazardous Materials, Hydrology/Water Quality, Noise, Transportation",,,,,,,,,,,,,,,,,
2015021016,"Lancaster, City of",City of Lancaster,,"Del Sur Solar (CUP 14-15, CUP 14-16, GPA 14-03, ZC 14-03)",EIR,7/1/2015,,"The proposed project consists of the construction and operation of an 100 megawatt solar electricity generating facility and associated generation-tie lines.  The proposed project will be constructed in phases and operated for a period of at least 35 years.  The proposed project will consist of the following elements: photovoltaic modules, module mounting system, balance of system and electrical boxes, electrical inverters and transformers, electric AC collection system including switchgear, data monitoring equipment, transmission and generation-tie lines, access roads and security fencing.",https://ceqanet.opr.ca.gov/2015021016/2,"Del Sur Solar (CUP 14-15, CUP 14-16, GPA 14-03, ZC 14-03)",Jocelyn Swain,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236249,,Lancaster,Los Angeles,,"107th Street West, 93rd Street West, Avenue H and Avenue G",93536,725,Several,Hwy 138,,,Yes,7/1/2015,8/14/2015,Power,"General Plan Amendment, Rezone, Use Permit","Agriculture and Forestry Resources, Air Quality, Biological Resources, Cultural Resources, Cumulative Effects, Flood Plain/Flooding, Geology/Soils, Growth Inducement, Hazards & Hazardous Materials, Hydrology/Water Quality, Land Use/Planning, Noise, Public Services, Schools/Universities, Solid Waste, Transportation",,,,,,,,,,,,,,,,,
2015061090,"Lancaster, City of",City of Lancaster,,Jocelyn Swain,MND,6/29/2015,,"The proposed project involves the installation and operation of a 250-foot wind turbine.  The proposed wind turbine is a Toshiba U50 with a peak output of 750 kilowatts (kW).  A 1,500-foot trench would allow for the installation of a conduit to connect the wind turbine to the medical office building to the south.  Upon completion of the construction activities the wind turbine will provide alternative energy (wind power) to the Kaiser Medical Office Building on the project site.  This will allow Kaiser to meet its goal of being a net-zero medical facility.",https://ceqanet.opr.ca.gov/2015061090,Jocelyn Swain,Jocelyn Swain,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,5617236249,,Lancaster,Los Angeles,,"10th St West, 5th St West, Avenue L, Avenue K-8",93534,,3128-004-024,Hwy 14,Amargosa Creek,,No,6/29/2015,7/28/2015,Power,,"Aesthetics, Air Quality, Biological Resources, Geology/Soils, Hazards & Hazardous Materials, Land Use/Planning, Noise, Public Services, Transportation, Vegetation",,,,,,,,,,,,,,,,,
2015051064,"Lancaster, City of",City of Lancaster,,Conditional Use Permit 14-12 (Penny Lane),MND,5/20/2015,,"The proposed project involves the construction of 75 affordable housing units and associated support facilities and community and office space.  The housing units will be constructed in one horseshoe-like shape with a central courtyard.  A total of 30 efficiency, 15 1-bedroom, 24 2-bedroom, and 6 3-bedroom units would be constructed totaling 68,866 sf.  Additionally, 2,878 sf of community rooms, a 349 sf leasing office, 610 sf social service area office, and 5,537 sf of service provider offices would be constructed.",https://ceqanet.opr.ca.gov/2015051064,Conditional Use Permit 14-12 (Penny Lane),Jocelyn Swain,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236249,,Lancaster,Los Angeles,,"Division Street, Avenue K, and Sahuayo Street",93534,4.6,"3126-031-037, 3126-031-039",Hwy 14,Amargosa Creek,,Yes,5/20/2015,6/18/2015,"Office, Residential",Use Permit,"Aesthetics, Air Quality, Biological Resources, Geology/Soils, Hazards & Hazardous Materials, Hydrology/Water Quality, Land Use/Planning, Noise, Public Services, Sewer Capacity, Transportation",,,,,,,,,,,,,,,,,
2015051058,"Lancaster, City of",City of Lancaster,,Tentative Tract Map 72648 and Tentative Tract Map 72649,MND,5/19/2015,,"The proposed projects consist of the construction of two residential subdivisions totaling 34 single family residential lots in the R-7,000 zone: TTM 72648 and TTM 72649.  TTM 72648 is approximately 6.5 acres and would involve the construction of 22 single family residential lots.  TTM 72649 is approximately 3.27 acres and would involve the construction of 12 single family residential lots.",https://ceqanet.opr.ca.gov/2015051058,Tentative Tract Map 72648 and Tentative Tract Map 72649,Jocelyn Swain,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236249,,Lancaster,Los Angeles,,Avenue J and 65th Street West,93536,9.77,"3203-008-045, 3203-008-046",,,,No,5/19/2015,6/17/2015,Residential,"Land Division (Subdivision, etc.)","Aesthetics, Air Quality, Biological Resources, Cultural Resources, Geology/Soils, Hydrology/Water Quality, Land Use/Planning, Noise, Public Services, Transportation",,,,,,,,,,,,,,,,,
2015041078,"Lancaster, City of",City of Lancaster,,Site Plan Review No. 14-03 (California Department of Motor Vehicles),MND,4/23/2015,,"The proposed project consists of the construction and operation of a 1-story, 28,878 sf DMV facility.  Access to the facility would be provided from driveways on both 8th Street West and Avenue L-6.  A total of 264 parking spaces would be provided including spaces for fuel efficient vehicles, test end parking, and handicap accessible parking.  Areas within the project site would be designated for motorcycle testing and vehicle testing.",https://ceqanet.opr.ca.gov/2015041078,Site Plan Review No. 14-03 (California Department of Motor Vehicles),Jocelyn Swain,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236249,,Lancaster,Los Angeles,,"8th Street West, Avenue L-6, Avenue L-8",93534,6.23,"3128-009-054, 3129-009-086",Hwy 14,Amargosa Creek,,No,4/23/2015,5/22/2015,Commercial,Site Plan,"Aesthetics, Air Quality, Biological Resources, Cultural Resources, Geology/Soils, Hazards & Hazardous Materials, Hydrology/Water Quality, Land Use/Planning, Noise, Transportation",,,,,,,,,,,,,,,,,
2015041059,"Lancaster, City of",City of Lancaster,,Site Plan Review No. 15-03,MND,4/17/2015,,"Automobile recycling yard, including 5,580 sf of vendor shops, a 9,600 sf warehouse, and a 12,000 sf car crusher.",https://ceqanet.opr.ca.gov/2015041059,Site Plan Review No. 15-03,Chuen Ng,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236119,,Lancaster,Los Angeles,,Avenue H and Division Street,93534,17.26,3137-008-133,Hwy 14,,,Yes,4/17/2015,5/18/2015,Industrial,Site Plan,"Aesthetics, Agriculture and Forestry Resources, Air Quality, Biological Resources, Cultural Resources, Cumulative Effects, Geology/Soils, Hazards & Hazardous Materials, Hydrology/Water Quality, Land Use/Planning, Noise, Population/Housing, Public Services, Recreation, Schools/Universities, Sewer Capacity, Transportation",,,,,,,,,,,,,,,,,
2015041057,"Lancaster, City of",City of Lancaster,,Blessed Junipero Serra Parish Expansion (CUP 14-13),MND,4/16/2015,,"The proposed project involves the expansion of an existing church and associated facilities.  The expansion of the church would total approximately 62,612 sf over 5 phases and include the following: 5,344 sf preschool; 4,480 sf chapel; 10,400 sf building for faith and formation/classrooms; 13,308 sf multipurpose building; 2,600 sf rectory; 7,000 sf adult education center; and a 19,480 sf building for senior housing.",https://ceqanet.opr.ca.gov/2015041057,Blessed Junipero Serra Parish Expansion (CUP 14-13),Jocelyn Swain,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236249,,Lancaster,Los Angeles,,60th Street West & Avenue M (Columbia Way),93536,17.23,"3204-016-074, 075, 076, 080",,,,No,4/16/2015,5/15/2015,Other,Use Permit,"Aesthetics, Air Quality, Biological Resources, Cultural Resources, Cumulative Effects, Geology/Soils, Hydrology/Water Quality, Noise, Public Services, Transportation",,,,,,,,,,,,,,,,,
2014071077,"Lancaster, City of",City of Lancaster,,"Lancaster Energy Center (CUP 14-10, GPA 14-02, ZC 14-02)",EIR,4/14/2015,,Construction and operation of a 150 MW solar generating facility in the southwestern portion of the City of Lancaster.,https://ceqanet.opr.ca.gov/2014071077/2,"Lancaster Energy Center (CUP 14-10, GPA 14-02, ZC 14-02)",Jocelyn Swain,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236249,,Lancaster,Los Angeles,,"105th St W, 80th Street W, Avenue K, Ave L",93536,1191,various,,California Aqueduct,,Yes,4/14/2015,5/28/2015,Power,"General Plan Amendment, Rezone, Use Permit","Aesthetics, Agriculture and Forestry Resources, Air Quality, Biological Resources, Cultural Resources, Cumulative Effects, Drainage/Absorption, Flood Plain/Flooding, Geology/Soils, Hazards & Hazardous Materials, Hydrology/Water Quality, Land Use/Planning, Noise, Public Services, Solid Waste, Transportation, Vegetation",,,,,,,,,,,,,,,,,
2015021016,"Lancaster, City of",City of Lancaster,,"Del Sur Solar (CUP 14-15, CUP 14-16, GPA 14-03, ZC 14-03)",NOP,2/4/2015,,"The proposed project consists of the construction and operation of an 100 megawatt solar electricity generating facility and associated generation-tie lines.  The proposed project will be constructed in phases and operated for a period of at least 35 years.  The proposed project will consist of the following elements: photovoltaic modules, module mounting system, balance of system and electrical boxes, electrical inverters and transformers, electric AC collection system including switchgear, data monitoring equipment, transmission and generation-tie lines, access roads and security fencing.",https://ceqanet.opr.ca.gov/2015021016,"Del Sur Solar (CUP 14-15, CUP 14-16, GPA 14-03, ZC 14-03)",Jocelyn Swain,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236249,,Lancaster,Los Angeles,,"107th Street West, 93rd Street West, Avenue H and Avenue G",93536,725,Several,Hwy 138,,,Yes,2/4/2015,3/5/2015,Power,"General Plan Amendment, Rezone, Use Permit","Aesthetics, Agriculture and Forestry Resources, Air Quality, Biological Resources, Cultural Resources, Cumulative Effects, Flood Plain/Flooding, Geology/Soils, Growth Inducement, Hazards & Hazardous Materials, Hydrology/Water Quality, Land Use/Planning, Noise, Public Services, Schools/Universities, Solid Waste, Transportation",,,,,,,,,,,,,,,,,
2014102054,"Lancaster, City of",City of Lancaster,,Lancaster Metrolink Station Closure,OTH,10/22/2014,,"Note: Review Per Lead

Notice of Scoping meeting for the Lancaster Metrolink Station Closure Initial Study.  The City of Lancaster is proposing to close the existing metrolink station and either establish a van/shuttle service to the Palmdale Station from Lancaster or require the public to drive to the Palmdale Station.
",https://ceqanet.opr.ca.gov/2014102054,Lancaster Metrolink Station Closure,Jocelyn Swain,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236249,,Lancaster,Los Angeles,,Sierra Highway / Lancaster (44812 Sierra Highway),93534,,,Hwy 14,,,No,10/22/2014,11/5/2014,Other,,,,,,,,,,,,,,,,,,,
2014081038,"Lancaster, City of",City of Lancaster,,Tentative Tract Map 72875 and Conditional Use Permit 14-08,MND,8/14/2014,,Residential planned development of 65 single-family residential lots in the R-7000 zone with common open spaces.,https://ceqanet.opr.ca.gov/2014081038,Tentative Tract Map 72875 and Conditional Use Permit 14-08,Chuen Ng,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236100,,Lancaster,Los Angeles,,25th Street East and Avenue J-8,93535,10.15,3150-012-033,,,,No,8/14/2014,9/12/2014,Residential,"Land Division (Subdivision, etc.)","Aesthetics, Biological Resources, Cultural Resources, Cumulative Effects, Hazards & Hazardous Materials, Hydrology/Water Quality, Land Use/Planning, Noise, Public Services, Transportation",,,,,,,,,,,,,,,,,
2014071077,"Lancaster, City of",City of Lancaster,,"Lancaster Energy Center (CUP 14-10, GPA 14-02, ZC 14-02)",NOP,7/24/2014,,Construction and operation of a 150 MW solar generating facility in the southwestern portion of the City of Lancaster.,https://ceqanet.opr.ca.gov/2014071077,"Lancaster Energy Center (CUP 14-10, GPA 14-02, ZC 14-02)",Jocelyn Swain,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236249,,Lancaster,Los Angeles,,"105th St W, 80th Street W, Avenue K",93536,1191,various,,California Aqueduct,,Yes,7/24/2014,8/22/2014,Power,"General Plan Amendment, Rezone, Use Permit","Aesthetics, Air Quality, Biological Resources, Cultural Resources, Cumulative Effects, Geology/Soils, Hazards & Hazardous Materials, Hydrology/Water Quality, Land Use/Planning, Noise, Public Services, Transportation, Vegetation",,,,,,,,,,,,,,,,,
2014068467,"Lancaster, City of",City of Lancaster,,Second-life Battery Storage Project - Lancaster Softball Complex,NOE,6/25/2014,6/25/2014,Installation of solar PV system and 60kwh lithium ion battery bank at an existing public building.,https://ceqanet.opr.ca.gov/2014068467,Second-life Battery Storage Project - Lancaster Softball Complex,Chris Aune,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236123,,Lancaster,Los Angeles,,,,,,,,,,,,,,,,,Other,sb226,SB 226 Solar system will be installed at an existign building or parking lot.,,,,,,,,,,,,
2014068468,"Lancaster, City of",City of Lancaster,,Second-life Battery Storage Project - Lancaster Baseball Stadium,NOE,6/25/2014,6/25/2014,Installation of solar PV system and 60kwh lithium ion battery bank at an existing public building.,https://ceqanet.opr.ca.gov/2014068468,Second-life Battery Storage Project - Lancaster Baseball Stadium,Chris Aune,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236123,,Lancaster,Los Angeles,,,,,,,,,,,,,,,,,Categorical Exemption,SB 226,Solar system will be installed at an existing building or parking lot.,,,,,,,,,,,,
2014068469,"Lancaster, City of",City of Lancaster,,Second-life Battery Storage Project - Lancaster Collection Center,NOE,6/25/2014,6/25/2014,Installation of solar PV system and 60kwh lithium ion battery bank at an existing government building.,https://ceqanet.opr.ca.gov/2014068469,Second-life Battery Storage Project - Lancaster Collection Center,Chris Aune,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236123,,Lancaster,Los Angeles,,,,,,,,,,,,,,,,,Categorical Exemption,SB 226,Solar system will be installed at an existing building or parking lot.,,,,,,,,,,,,
2014068470,"Lancaster, City of",City of Lancaster,,Second-life Battery Storage Project - Lancaster City Hall,NOE,6/25/2014,6/25/2014,Installation of solar PV system and 60kwh lithium ion battery bank at an existing government building.,https://ceqanet.opr.ca.gov/2014068470,Second-life Battery Storage Project - Lancaster City Hall,Chris Aure,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236123,,Lancaster,Los Angeles,,,,,,,,,,,,,,,,,Categorical Exemption,SB226,Solar system will be installed at an existing building or parking lot.,,,,,,,,,,,,
2014068471,"Lancaster, City of",City of Lancaster,,Second-life Battery Storage Project - Lancaster Performing Arts Center,NOE,6/25/2014,6/25/2014,Installation of solar PV system and 60kwh lithium ion battery bank at an existing public building.,https://ceqanet.opr.ca.gov/2014068471,Second-life Battery Storage Project - Lancaster Performing Arts Center,Chris Aure,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236123,,Lancaster,Los Angeles,,,,,,,,,,,,,,,,,Categorical Exemption,SB 226,Solar system will be installed at an existing building or parking lot.,,,,,,,,,,,,
2014031086,"Lancaster, City of",City of Lancaster,,Tentative Tract Map 72565,MND,3/28/2014,,"Development of a 36 lot single family residential subdivision in the R-7,000 zone.",https://ceqanet.opr.ca.gov/2014031086,Tentative Tract Map 72565,Jocelyn Swain,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236100,,Lancaster,Los Angeles,,65th Street West and Avenue J-8,93536,10,3203-018-114,,,,No,3/28/2014,4/28/2014,Residential,"Land Division (Subdivision, etc.)","Aesthetics, Biological Resources, Cultural Resources, Cumulative Effects, Hazards & Hazardous Materials, Hydrology/Water Quality, Land Use/Planning, Noise, Public Services, Transportation",,,,,,,,,,,,,,,,,
2014038245,"Lancaster, City of",City of Lancaster,,DC Fast Charging Installation Project,NOE,3/27/2014,3/27/2014,Installation of stationary electric vehicle charger and 16 kwh Lithium ion battery bank at an existing Museuem.,https://ceqanet.opr.ca.gov/2014038245,DC Fast Charging Installation Project,Chris Aune,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236123,,Lancaster,Los Angeles,,,,,,,,,,,,,,,,,Categorical Exemption,"15303, 15304","The equipment is small, approximately 4' high and 4' wide.
Trenching is only minor with electrical runs being 30 feet to several hundred feet in distance.  This project requires cutting asphalt or concrete a few feet in depth (1-3 feet) to run electrical conduit and connect the pedestal chargers to existing power grid.",,,,,,,,,,,,
2013061028,"Lancaster, City of",City of Lancaster,,"Plainview Solar Works (CUP 13-06, GPA 13-02, ZC 13-02)",MND,6/13/2013,,The proposed project involves the construction of a 30 MW photovoltaic solar generating facility with associated collector substation and generation tie (gen-tie) line.,https://ceqanet.opr.ca.gov/2013061028,"Plainview Solar Works (CUP 13-06, GPA 13-02, ZC 13-02)",Jocelyn Swain,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236249,,Lancaster,Los Angeles,,"110th St. W, Avenue J, Avenue J-8",93536,254,various,,,,Yes,6/13/2013,7/12/2013,Other,"General Plan Amendment, Rezone, Use Permit","Air Quality, Biological Resources, Cultural Resources, Geology/Soils, Hydrology/Water Quality, Land Use/Planning, Noise, Transportation",,,,,,,,,,,,,,,,,
2013061022,"Lancaster, City of",City of Lancaster,,"Soccer Center Solar Facility (CUP 13-05, GPA 13-01, ZC 13-01)",MND,6/12/2013,,"The proposed project involves the construction of approximately 13.3 megawatts of photovoltaic solar electricity generating facilities on 92.7 acres.  The City of Lancaster has leased this property to three separate solar developers: PsomasFMG, U.S. Topco, and Morgan Solar.  Each of the developers would construct and operate their own respective solar facilities.  Each of the facilities will be fenced and the perimeter of each facility will be landscaped with a 10-foot landscaped buffer to screen the project site from view.  Water tanks for fire department use will be provided for each facility.  Each of the facilities may include a storage shed and on-site parking for maintenance workers.",https://ceqanet.opr.ca.gov/2013061022,"Soccer Center Solar Facility (CUP 13-05, GPA 13-01, ZC 13-01)",Jocelyn Swain,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236249,,Lancaster,Los Angeles,,Avenue L. and 25th Street East,93535,92.7,"3170-008-907, 908, 909, 910, 911",,,Air Force Plant 42,Yes,6/12/2013,7/11/2013,Other,"General Plan Amendment, Rezone, Use Permit","Aesthetics, Air Quality, Biological Resources, Cultural Resources, Land Use/Planning, Noise, Recreation, Transportation",,,,,,,,,,,,,,,,,
2013069007,"Lancaster, City of",City of Lancaster,,25th Street East Alignment Project,NOD,6/12/2013,6/12/2013,"The proposed project will widen 25th Street East at Avenue J and Lancaster Boulevard to create uniform lanes, eliminate offsets at each intersection, conduct utilities relocation and construct drainage improvements.",https://ceqanet.opr.ca.gov/2013069007,25th Street East Alignment Project,Laura Pennebaker,CA Transportation Commission,N/A,,1120 N Street,,Sacramento,CA,95814,9166537121,,Lancaster,Los Angeles,,,,,,,,,,,,,,,,,,,,CA Transportation Commission                                    ,No,6/11/2013,No,No,Yes,,Yes,,No,No,"City of Lancaster
44933 Fern Avenue
Lancaster, CA 93534"
2013031036,"Lancaster, City of",City of Lancaster,,"GPA 11-03, ZC 11-03, CUP 11-09, VTTM 71563",MND,3/14/2013,,Construction of a 108 single family residential subdivision and associated drainage channel.,https://ceqanet.opr.ca.gov/2013031036,"GPA 11-03, ZC 11-03, CUP 11-09, VTTM 71563",Jocelyn Swain,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236249,,Lancaster,Los Angeles,,"60th Street West, Avenue J",93536,28.5,"3203-008-035, 3203-008-048",,,,No,3/14/2013,4/12/2013,Residential,"General Plan Amendment, Land Division (Subdivision, etc.), Redevelopment, Use Permit","Air Quality, Biological Resources, Cultural Resources, Geology/Soils, Land Use/Planning, Noise, Public Services, Recreation, Transportation",,,,,,,,,,,,,,,,,
2007071114,"Lancaster, City of",City of Lancaster,,Downtown Lancaster Specific Plan and Downtown Lancaster Gateway Project,NOD,1/14/2013,1/14/2013,"The project will construct curb extension and enhancements and the intersection of Lancaster Boulevard and 10th Street West. The project includes landscaping enhancements around the intersection, parkways and medians and the installation of a gateway monument sign, art sculptures, a plaza and decorative paving. The project is one component of the Downtown Lancaster Specific Plan that addresses improvements to the Downtown area.",https://ceqanet.opr.ca.gov/2007071114/3,Downtown Lancaster Specific Plan,Jocelyn Swain,Caltrans,N/A,,1120 N Street,,Sacramento,CA,95814,6617236249,34°41'47.88"N 118°7'29.70"W,Lancaster,Los Angeles,,"Lancaster Boulevard, 10th Street West, Sierra Highway",93534,140,,SR 14,,,,,,,,,,,,,,Caltrans Commission                                             ,No,1/8/2013,Yes,Yes,No,,Yes,,Yes,Yes,
2012111044,"Lancaster, City of",City of Lancaster,,Conditional Use Permit 11-07,MND,11/13/2012,,"The proposed project involves the construction and operation of a 75,450 sf self-storage facility; consisting of four buildings of varying sizes and a 1,660 sf leasing office.",https://ceqanet.opr.ca.gov/2012111044,Conditional Use Permit 11-07,Jocelyn Swain,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236249,,Lancaster,Los Angeles,,20th Street West and Avenue K,93534,3.38,3129-016-066,Hwy 14,Amargosa Creek,,Yes,11/13/2012,12/12/2012,Commercial,Use Permit,"Air Quality, Biological Resources, Cultural Resources, Hazards & Hazardous Materials, Land Use/Planning, Noise, Transportation",,,,,,,,,,,,,,,,,
2012111029,"Lancaster, City of",City of Lancaster,,"Conditional Use Permit 12-12, General Plan Amendment 12-03, Zone Change 12-03",MND,11/9/2012,,The proposed project consists of the construction and operation of a 1.5 megawatt photovoltaic solar electric generating facility.  The proposed project consists of rows of PV panels on single axis trackers with each block of solar panels containing an inverter.  The PV modules will be supported on steel piers driven to the appropriate depth.  It is not anticipated that any concrete footings will be required.  The panels will be approximately 7 feet high when in the horizontal position and approximately 8 feet high when in full-tilt.  The project would tie into the 12 kV distribution line that runs along Lancaster Boulevard.  A chain-link fence would surround the project site and a 10-foot landscaped area would be provided between the fence and property line.,https://ceqanet.opr.ca.gov/2012111029,"Conditional Use Permit 12-12, General Plan Amendment 12-03, Zone Change 12-03",Jocelyn Swain,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236249,,Lancaster,Los Angeles,,"40th Street East, Lancaster Boulevard",93535,20,3150-004-035,,,,Yes,11/9/2012,12/10/2012,Power,"General Plan Amendment, Redevelopment, Use Permit","Air Quality, Biological Resources, Cultural Resources, Geology/Soils, Land Use/Planning, Noise, Transportation",,,,,,,,,,,,,,,,,
2012061029,"Lancaster, City of",City of Lancaster,,CUP 12-08 (Summer Solar) and CUP 12-09 (Springtime Solar),MND,8/15/2012,,Construction of two photovoltaic solar electric generating facilities.  Project 1 consists of the construction of 20 MW of solar on approximately 135 acres (CUP 12-08).  Project 2 consists of the construction of 40 MW of solar on approximately 158 acres.,https://ceqanet.opr.ca.gov/2012061029/2,CUP 12-08 (Summer Solar) and CUP 12-09 (Springtime Solar),Jocelyn Swain,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236249,,Lancaster,Los Angeles,,"90th Street W, Avenue H, Avenue I, 100th Street W",93536,216,"3265-021-001 to 004, 3219-017-019",,,,Yes,8/15/2012,9/13/2012,Other,"General Plan Amendment, Rezone, Use Permit","Agriculture and Forestry Resources, Air Quality, Biological Resources, Cultural Resources, Hazards & Hazardous Materials, Hydrology/Water Quality, Land Use/Planning, Noise",,,,,,,,,,,,,,,,,
2012081002,"Lancaster, City of",City of Lancaster,,Conditional Use Permit 12-11 (Horn 4097 Project),MND,8/1/2012,,The proposed project consists of the construction and operation of a 1.5 megawatt photovoltaic solar electric generating facility.  The project consists of rows of PV panels on single axis trackers.  The maximum height of these panels would be 8 feet when in full-tilt.  The project would tie into the 12-kV transmission lines that run along 80th Street West.  Access to the project site would be on 80th Street West via a 30-foot paved roadway from Avenue I.,https://ceqanet.opr.ca.gov/2012081002,Conditional Use Permit 12-11 (Horn 4097 Project),Jocelyn Swain,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236249,,Lancaster,Los Angeles,,"80th Street West, Avenue H, Avenue I",93536,20,"3219-024-096, 3219-024-097",,,,Yes,8/1/2012,8/30/2012,Other,Use Permit,"Air Quality, Biological Resources, Cultural Resources, Noise, Transportation",,,,,,,,,,,,,,,,,
2012061029,"Lancaster, City of",City of Lancaster,,CUP 12-08 (Summer Solar) and CUP 12-09 (Springtime Solar),MND,6/11/2012,,Construction of two photovoltaic solar electric generating facilities.  Project 1 consists of the construction of 20 MW of solar on approximately 58 (CUP 12-08).  Project 2 consists of the construction of 40 MW of solar on approximately 158 acres.,https://ceqanet.opr.ca.gov/2012061029,CUP 12-08 (Summer Solar) and CUP 12-09 (Springtime Solar),Jocelyn Swain,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236249,,Lancaster,Los Angeles,,"90th Street W, Avenue H, Avenue I, 100th Street W",93536,216,"3265-021-001 to 004, 3219-017-019",,,,Yes,6/11/2012,7/10/2012,Other,"General Plan Amendment, Rezone, Use Permit","Agriculture and Forestry Resources, Air Quality, Biological Resources, Cultural Resources, Hazards & Hazardous Materials, Hydrology/Water Quality, Land Use/Planning, Noise",,,,,,,,,,,,,,,,,
